shooting_name,Season,salary_name
Chris McCann,2018,Chris McCann
Chris Mueller,2018,Chris Mueller
Chris Odoi-Atsem,2017,Chris Odoi-Atsem
Chris Odoi-Atsem,2018,Chris Odoi-Atsem
Chris Pontius,2011,Chris Pontius
Chris Pontius,2012,Chris Pontius
Chris Pontius,2013,Chris Pontius
Chris Pontius,2014,Chris Pontius
Chris Pontius,2015,Chris Pontius
Chris Pontius,2016,Chris Pontius
Chris Pontius,2017,Chris Pontius
Chris Pontius,2018,Chris Pontius
Chris Ritter,2014,Chris Ritter
Chris Ritter,2015,Chris Ritter
Chris Rolfe,2012,Chris Rolfe
Chris Rolfe,2013,Chris Rolfe
Chris Rolfe,2014,Chris Rolfe
Chris Rolfe,2015,Chris Rolfe
Chris Rolfe,2016,Chris Rolfe
Chris Schuler,2011,Chris Schuler
Chris Schuler,2012,Chris Schuler
Chris Schuler,2013,Chris Schuler
Chris Schuler,2014,Chris Schuler
Chris Schuler,2016,Chris Schuler
Chris Schuler,2017,Chris Schuler
Chris Schuler,2018,Chris Schuler
Chris Tierney,2011,Chris Tierney
Chris Tierney,2012,Chris Tierney
Chris Tierney,2013,Chris Tierney
Chris Tierney,2014,Chris Tierney
Chris Tierney,2015,Chris Tierney
Chris Tierney,2016,Chris Tierney
Chris Tierney,2017,Chris Tierney
Chris Tierney,2018,Chris Tierney
Chris Wingert,2011,Chris Wingert
Chris Wingert,2012,Chris Wingert
Chris Wingert,2013,Chris Wingert
Chris Wingert,2014,Chris Wingert
Chris Wingert,2015,Chris Wingert
Chris Wingert,2016,Chris Wingert
Chris Wingert,2017,Chris Wingert
Chris Wondolowski,2011,Chris Wondolowski
Chris Wondolowski,2012,Chris Wondolowski
Chris Wondolowski,2013,Chris Wondolowski
Chris Wondolowski,2014,Chris Wondolowski
Chris Wondolowski,2015,Chris Wondolowski
Chris Wondolowski,2016,Chris Wondolowski
Chris Wondolowski,2017,Chris Wondolowski
Chris Wondolowski,2018,Chris Wondolowski
Christian Bolanos,2016,Christian Bolanos
Christian Bolanos,2017,Christian Bolanos
Christian Dean,2015,Christian Dean
Christian Dean,2017,Christian Dean
Christian Dean,2018,Christian Dean
Christian Ramirez,2017,Christian Ramirez
Christian Ramirez,2018,Christian Ramirez
Christian Sivebaek,2012,Christian Sivebaek
Christian Tiffert,2012,Christian Tiffert
Christian Wilhelmsson,2012,Christian Wilhelmsson
Christopher Durkin,2018,Chris Durkin
Christopher Wehan,2018,Chris Wehan
Clarence Goodson,2013,Clarence Goodson
Clarence Goodson,2014,Clarence Goodson
Clarence Goodson,2015,Clarence Goodson
Clarence Goodson,2016,Clarence Goodson
Claude Dielna,2017,Claude Dielna
Claude Dielna,2018,Claude Dielna
Claudio Bieler,2013,Claudio Bieler
Claudio Bieler,2014,Claudio Bieler
Clint Dempsey,2013,Clint Dempsey
Clint Dempsey,2014,Clint Dempsey
Clint Dempsey,2015,Clint Dempsey
Clint Dempsey,2016,Clint Dempsey
Clint Dempsey,2017,Clint Dempsey
Clint Dempsey,2018,Clint Dempsey
Clint Irwin,2015,Clint Irwin
Clint Irwin,2018,Clint Irwin
Clinton Irwin,2013,Clint Irwin
Clinton Irwin,2014,Clint Irwin
Clyde Simms,2011,Clyde Simms
Clyde Simms,2012,Clyde Simms
Clyde Simms,2013,Clyde Simms
Cody Arnoux,2011,Cody Arnoux
Cole Bassett,2018,Cole Bassett
Cole Grossman,2012,Cole Grossman
Cole Grossman,2013,Cole Grossman
Cole Grossman,2014,Cole Grossman
Cole Seiler,2016,Cole Seiler
Colin Clark,2011,Colin Clark
Colin Clark,2012,Colin Clark
Colin Clark,2013,Colin Clark
Collen Warner,2011,Collen Warner
Collen Warner,2012,Collen Warner
Collen Warner,2013,Collen Warner
Collen Warner,2014,Collen Warner
Collen Warner,2015,Collen Warner
Collen Warner,2016,Collen Warner
Collen Warner,2017,Collen Warner
Collen Warner,2018,Collen Warner
Collin Fernandez,2016,Collin Fernandez
Collin Martin,2013,Collin Martin
Collin Martin,2014,Collin Martin
Collin Martin,2017,Collin Martin
Collin Martin,2018,Collin Martin
Connor Hallisey,2015,Connor Hallisey
Connor Hallisey,2016,Connor Hallisey
Connor Lade,2012,Connor Lade
Connor Lade,2013,Connor Lade
Connor Lade,2015,Connor Lade
Connor Lade,2016,Connor Lade
Connor Lade,2017,Connor Lade
Connor Lade,2018,Connor Lade
Connor Maloney,2017,Connor Maloney
Connor Maloney,2018,Connor Maloney
Conor Casey,2011,Conor Casey
Conor Casey,2012,Conor Casey
Conor Casey,2013,Conor Casey
Conor Casey,2014,Conor Casey
Conor Casey,2015,Conor Casey
Conor Casey,2016,Conor Casey
Conor Doyle,2013,Conor Doyle
Conor Doyle,2014,Conor Doyle
Conor Doyle,2015,Conor Doyle
Conor Doyle,2016,Conor Doyle
Conor Shanosky,2013,Conor Shanosky
Corben Bone,2011,Corben Bone
Corben Bone,2012,Corben Bone
Cordell Cato,2012,Cordell Cato
Cordell Cato,2013,Cordell Cato
Cordell Cato,2014,Cordell Cato
Cordell Cato,2015,Cordell Cato
Cordell Cato,2016,Cordell Cato
Cordell Cato,2017,Cordell Cato
Corey Ashe,2011,Corey Ashe
Corey Ashe,2012,Corey Ashe
Corey Ashe,2013,Corey Ashe
Corey Ashe,2014,Corey Ashe
Corey Ashe,2015,Corey Ashe
Corey Ashe,2016,Corey Ashe
Corey Baird,2018,Corey Baird
Corey Hertzog,2011,Corey Hertzog
Corey Hertzog,2013,Corey Hertzog
Cory Burke,2018,Cory Burke
Cory Gibbs,2011,Cory Gibbs
Cory Gibbs,2012,Cory Gibbs
Coy Craft,2015,Coy Craft
Coy Craft,2017,Coy Craft
Craig Rocastle,2011,Craig Rocastle
Cristhian Hernandez,2012,Cristhian Hernandez
Cristhian Paredes,2018,Cristhian Paredes
Cristian Casseres Jr,2018,Cristian Casseres
Cristian Colman,2017,Cristian Colman
Cristian Colman,2018,Cristian Colman
Cristian Fernandez,2014,Christian Fernandez
Cristian Higuita,2015,Cristian Higuita
Cristian Higuita,2016,Cristian Higuita
Cristian Higuita,2017,Cristian Higuita
Cristian Higuita,2018,Cristian Higuita
Cristian Lobato,2017,Cristian Lobato
Cristian Lobato,2018,Cristian Lobato
Cristian Maidana,2014,Cristian Maidana
Cristian Maidana,2015,Cristian Maidana
Cristian Maidana,2016,Cristian Maidana
Cristian Martinez,2016,Cristian Martinez
Cristian Martinez,2017,Cristian Martinez
Cristian Martinez,2018,Cristian Martinez
Cristian Nazarit,2011,Cristian Nazarit
Cristian Penilla,2018,Cristian Penilla
Cristian Roldan,2015,Cristian Roldan
Cristian Roldan,2016,Cristian Roldan
Cristian Roldan,2017,Cristian Roldan
Cristian Roldan,2018,Cristian Roldan
Cristian Techera,2015,Cristian Techera
Cristian Techera,2016,Cristian Techera
Cristian Techera,2017,Cristian Techera
Cristian Techera,2018,Cristian Techera
Cyle Larin,2015,Cyle Larin
Cyle Larin,2016,Cyle Larin
Cyle Larin,2017,Cyle Larin
Daigo Kobayashi,2013,Daigo Kobayashi
Daigo Kobayashi,2014,Daigo Kobayashi
Daigo Kobayashi,2015,Daigo Kobayashi
Daigo Kobayashi,2016,Daigo Kobayashi
Daigo Kobayashi,2017,Daigo Kobayashi
Dairon Asprilla,2015,Dairon Asprilla
Dairon Asprilla,2016,Dairon Asprilla
Dairon Asprilla,2017,Dairon Asprilla
Dairon Asprilla,2018,Dairon Asprilla
DaMarcus Beasley,2014,DaMarcus Beasley
DaMarcus Beasley,2015,DaMarcus Beasley
DaMarcus Beasley,2016,DaMarcus Beasley
DaMarcus Beasley,2017,DaMarcus Beasley
DaMarcus Beasley,2018,DaMarcus Beasley
Damien Perquis,2015,Damien Perquis
Damien Perquis,2016,Damien Perquis
Damien Perrinelle,2015,Damien Perrinelle
Damien Perrinelle,2016,Damien Perrinelle
Damien Perrinelle,2017,Damien Perrinelle
Damir Kreilach,2018,Damir Kreilach
Dan Gargan,2011,Dan Gargan
Dan Gargan,2012,Dan Gargan
Dan Gargan,2013,Dan Gargan
Dan Gargan,2014,Dan Gargan
Dan Gargan,2015,Dan Gargan
Dan Keat,2011,Daniel Keat
Dan Kennedy,2011,Dan Kennedy
Dan Kennedy,2013,Dan Kennedy
Dan Paladini,2011,Daniel Paladini
Dan Paladini,2012,Daniel Paladini
Dan Paladini,2013,Daniel Paladini
Dan Paladini,2014,Daniel Paladini
Dane Richards,2011,Dane Richards
Dane Richards,2012,Dane Richards
Dane Richards,2015,Dane Richards
Daneil Cyrus,2015,Daneil Cyrus
Daniel Cruz,2011,Daniel Cruz
Daniel Fragoso Escribano,2014,Daniel Fragoso
Daniel Hernandez,2011,Daniel Hernandez
Daniel Hernandez,2012,Daniel Hernandez
Daniel Johnson,2017,Daniel Johnson
Daniel Johnson,2018,Daniel Johnson
Daniel Lovitz,2014,Daniel Lovitz
Daniel Lovitz,2015,Daniel Lovitz
Daniel Lovitz,2016,Daniel Lovitz
Daniel Lovitz,2017,Daniel Lovitz
Daniel Lovitz,2018,Daniel Lovitz
Daniel Royer,2016,Daniel Royer
Daniel Royer,2017,Daniel Royer
Daniel Royer,2018,Daniel Royer
Daniel Salloi,2017,Daniel Salloi
Daniel Salloi,2018,Daniel Salloi
Daniel Steres,2016,Daniel Steres
Daniel Steres,2017,Daniel Steres
Daniel Steres,2018,Daniel Steres
Daniel Woolard,2011,Daniel Woolard
Daniel Woolard,2012,Daniel Woolard
Daniel Woolard,2013,Daniel Woolard
Daniele Paponi,2013,Daniele Paponi
Danilo Acosta,2017,Danilo Acosta
Danilo Acosta,2018,Danilo Acosta
Danilo Silva,2018,Danilo Silva
Danleigh Borman,2011,Danleigh Borman
Danny Califf,2011,Danny Califf
Danny Califf,2012,Danny Califf
Danny Califf,2013,Danny Califf
Danny Cruz,2011,Danny Cruz
Danny Cruz,2012,Danny Cruz
Danny Cruz,2013,Danny Cruz
Danny Cruz,2014,Danny Cruz
Danny Earls,2011,Danny Earls
Danny Garcia,2014,Danny Garcia
Danny Hoesen,2017,Danny Hoesen
Danny Hoesen,2018,Danny Hoesen
Danny Koevermans,2011,Danny Koevermans
Danny Koevermans,2012,Danny Koevermans
Danny Koevermans,2013,Danny Koevermans
Danny Mwanga,2011,Danny Mwanga
Danny Mwanga,2012,Danny Mwanga
Danny Mwanga,2013,Danny Mwanga
Danny Mwanga,2014,Danny Mwanga
Danny Mwanga,2015,Danny Mwanga
Danny O'Rourke,2011,Danny O'Rourke
Danny O'Rourke,2012,Danny O'Rourke
Danny O'Rourke,2013,Danny O'Rourke
Danny O'Rourke,2014,Danny O'Rourke
Danny Wilson,2018,Daniel Wilson
Darel Russell,2013,Darel Russell
Darlington Nagbe,2011,Darlington Nagbe
Darlington Nagbe,2012,Darlington Nagbe
Darlington Nagbe,2013,Darlington Nagbe
Darlington Nagbe,2014,Darlington Nagbe
Darlington Nagbe,2015,Darlington Nagbe
Darlington Nagbe,2016,Darlington Nagbe
Darlington Nagbe,2017,Darlington Nagbe
Darlington Nagbe,2018,Darlington Nagbe
Darren Mattocks,2012,Darren Mattocks
Darren Mattocks,2013,Darren Mattocks
Darren Mattocks,2014,Darren Mattocks
Darren Mattocks,2015,Darren Mattocks
Darren Mattocks,2016,Darren Mattocks
Darren Mattocks,2017,Darren Mattocks
Darren Mattocks,2018,Darren Mattocks
Darren O'Dea,2012,Darren O'Dea
Darren O'Dea,2013,Darren O'Dea
Darrius Barnes,2011,Darrius Barnes
Darrius Barnes,2012,Darrius Barnes
Darrius Barnes,2013,Darrius Barnes
Darrius Barnes,2014,Darrius Barnes
Darrius Barnes,2015,Darrius Barnes
Darrius Barnes,2016,Darrius Barnes
Darwin Ceren,2015,Darwin Ceren
Darwin Ceren,2016,Darwin Ceren
Darwin Ceren,2017,Darwin Ceren
Darwin Ceren,2018,Darwin Ceren
Darwin Jones,2015,Darwin Jones
Darwin Quintero,2018,Darwin Quintero
Dasan Robinson,2011,Dasan Robinson
Dave Romney,2015,David Romney
Dave Romney,2016,David Romney
Dave Romney,2017,David Romney
Dave Romney,2018,Dave Romney
David Accam,2015,David Accam
David Accam,2016,David Accam
David Accam,2017,David Accam
David Accam,2018,David Accam
David Arshakyan,2016,David Arshakyan
David Arshakyan,2017,David Arshakyan
David Beckham,2011,David Beckham
David Beckham,2012,David Beckham
David Bingham,2011,David Bingham
David Bingham,2013,David Bingham
David Bingham,2016,David Bingham
David Bingham,2017,David Bingham
David Bingham,2018,David Bingham
David Carney,2013,David Carney
David Choiniere,2016,David Choiniere
David Choiniere,2017,David Choiniere
David Edgar,2016,David Edgar
David Estrada,2011,David Estrada
David Estrada,2012,David Estrada
David Estrada,2013,David Estrada
David Estrada,2014,David Estrada
David Ferreira,2011,David Ferreira
David Ferreira,2012,David Ferreira
David Ferreira,2013,David Ferreira
David Guzman,2017,David Guzman
David Guzman,2018,David Guzman
David Horst,2011,David Horst
David Horst,2012,David Horst
David Horst,2014,David Horst
David Horst,2015,David Horst
David Horst,2016,David Horst
David Horst,2017,David Horst
David Horst,2018,David Horst
David Junior Lopes,2011,David Junior Lopes
David Junior Lopes,2012,David Junior Lopes
David Mateos,2015,David Mateos
David Mateos,2016,David Mateos
David Ousted,2013,David Ousted
David Ousted,2014,David Ousted
David Rocha,2016,David Mateos Rocha
David Texeira,2014,David Texeira
David Texeira,2015,David Texeira
David Viana,2012,David Junior Viana
David Villa,2015,David Villa
David Villa,2016,David Villa
David Villa,2017,David Villa
David Villa,2018,David Villa
Davide Chiumiento,2011,Davide Chiumiento
Davide Chiumiento,2012,Davide Chiumiento
Davy Arnaud,2011,Davy Arnaud
